#chr	start	end	TSS_num	strand	zfh1_count	ctrl_count	responsiveness
chr2L	4317595	4317596	TSS_9553	+	6	0	1.97038325308
chr2L	4324558	4324559	TSS_533	+	344	0	75.9133248079
chr2L	4326438	4326439	TSS_8432	-	7	0	2.1867255063
chr2L	4331438	4331439	TSS_11173	-	5	0	1.75509432621
chr2L	4333842	4333843	TSS_8433	+	7	0	2.1867255063
chr2L	4333925	4333926	TSS_300	+	678	3	110.983805387
chr2L	4336938	4336939	TSS_8434	-	7	0	2.1867255063
chr2L	4340273	4340274	TSS_8435	+	7	0	2.1867255063
chr2L	4341664	4341665	TSS_11174	+	5	0	1.75509432621
chr2L	4361926	4361927	TSS_11175	+	5	0	1.75509432621
chr2L	4365215	4365216	TSS_9554	-	6	0	1.97038325308
chr2L	4371989	4371990	TSS_402	+	691	4	91.289295298
chr2L	4372947	4372948	TSS_11176	+	5	0	1.75509432621
chr2L	4377513	4377514	TSS_5502	+	13	0	3.49295637577
chr2L	4388329	4388330	TSS_4853	+	16	0	4.1479793462
chr2L	4388505	4388506	TSS_8436	+	7	0	2.1867255063
chr2L	4388576	4388577	TSS_2516	+	52	0	12.0211073968
chr2L	4389952	4389953	TSS_11177	+	5	0	1.75509432621
chr2L	4396780	4396781	TSS_7611	+	8	0	2.40371021526
chr2L	4397059	4397060	TSS_7612	-	8	0	2.40371021526
chr2L	4397125	4397126	TSS_7613	-	8	0	2.40371021526
chr2L	4397156	4397157	TSS_8437	-	7	0	2.1867255063
chr2L	4400953	4400954	TSS_5503	+	13	0	3.49295637577
chr2L	4409287	4409288	TSS_11178	+	5	0	1.75509432621
chr2L	4415542	4415543	TSS_7614	-	8	0	2.40371021526
chr2L	4416560	4416561	TSS_3950	+	23	0	5.67782566255
chr2L	4441220	4441221	TSS_1315	-	146	1	32.5884713808
chr2L	4444092	4444093	TSS_7615	-	8	2	2.40371021526
chr2L	4456801	4456802	TSS_2811	-	43	2	10.0521637275
chr2L	4460546	4460547	TSS_11179	+	5	0	1.75509432621
chr2L	4473189	4473190	TSS_9556	-	6	0	1.97038325308
chr2L	4477021	4477022	TSS_827	-	484	5	54.0810693567
chr2L	4482884	4482885	TSS_11180	+	5	0	1.75509432621
chr2L	4485590	4485591	TSS_11181	+	5	0	1.75509432621
chr2L	4498523	4498524	TSS_5809	+	12	0	3.2747771865
chr2L	4548406	4548407	TSS_11182	-	5	0	1.75509432621
chr2L	4557692	4557693	TSS_11183	+	5	0	1.75509432621
chr2L	4560946	4560947	TSS_7007	-	9	0	2.62111566649
chr2L	4561450	4561451	TSS_9558	-	6	0	1.97038325308
chr2L	4565371	4565372	TSS_4388	+	19	1	4.80345785808
chr2L	4572694	4572695	TSS_8438	+	7	0	2.1867255063
chr2L	4583792	4583793	TSS_11184	+	5	0	1.75509432621
chr2L	4591927	4591928	TSS_9559	-	6	0	1.97038325308
chr2L	4592015	4592016	TSS_573	-	327	1	72.1934964049
chr2L	4595028	4595029	TSS_5040	-	15	0	3.92957396706
chr2L	4613285	4613286	TSS_7008	+	9	0	2.62111566649
chr2L	4614079	4614080	TSS_5265	-	14	0	3.71122827673
chr2L	4614306	4614307	TSS_234	-	557	0	122.520660551
chr2L	4651457	4651458	TSS_6153	+	11	0	3.05671670715
chr2L	4669820	4669821	TSS_11185	-	5	0	1.75509432621
chr2L	4694704	4694705	TSS_4533	+	18	0	4.58492870335
chr2L	4701484	4701485	TSS_6525	-	10	0	2.83881166131
chr2L	4728300	4728301	TSS_9560	-	6	0	1.97038325308
chr2L	4767674	4767675	TSS_7010	-	9	0	2.62111566649
chr2L	4794039	4794040	TSS_4149	-	21	0	5.24059880358
chr2L	4800291	4800292	TSS_5041	-	15	0	3.92957396706
chr2L	4801918	4801919	TSS_23	-	1146	2	251.402182073
chr2L	4813013	4813014	TSS_2640	+	48	0	11.1460033954
chr2L	4821729	4821730	TSS_11187	+	5	0	1.75509432621
chr2L	4821775	4821776	TSS_700	+	646	6	62.5821960807
chr2L	4827615	4827616	TSS_11188	+	5	0	1.75509432621
chr2L	4830119	4830120	TSS_11189	+	5	0	1.75509432621
chr2L	4852894	4852895	TSS_7616	+	8	0	2.40371021526
chr2L	4856454	4856455	TSS_11190	+	5	0	1.75509432621
chr2L	4881733	4881734	TSS_11191	+	5	0	1.75509432621
chr2L	4892116	4892117	TSS_1511	+	121	2	27.1182486761
chr2L	4892220	4892221	TSS_6154	+	11	1	3.05671670715
chr2L	4906758	4906759	TSS_861	-	236	2	52.2815088334
chr2L	4915495	4915496	TSS_1637	-	106	0	23.8361455232
chr2L	4915642	4915643	TSS_11192	+	5	0	1.75509432621
chr2L	4928390	4928391	TSS_1698	-	101	0	22.7421184866
chr2L	4928438	4928439	TSS_11193	-	5	0	1.75509432621
chr2L	4936473	4936474	TSS_2197	-	66	0	15.0841182039
chr2L	4942748	4942749	TSS_2004	+	77	0	17.4908691849
chr2L	4953134	4953135	TSS_11194	-	5	0	1.75509432621
chr2L	4955103	4955104	TSS_8318	+	11	3	2.31919410024
chr2L	4955140	4955141	TSS_5266	-	14	0	3.71122827673
chr2L	4971954	4971955	TSS_11196	+	5	0	1.75509432621
chr2L	4986741	4986742	TSS_7617	-	8	0	2.40371021526
chr2L	4997376	4997377	TSS_755	-	263	0	58.1894531254
chr2L	5000361	5000362	TSS_2582	-	252	16	11.7821372238
chr2L	5004920	5004921	TSS_7618	-	8	0	2.40371021526
chr2L	5005356	5005357	TSS_7011	+	9	0	2.62111566649
chr2L	5009705	5009706	TSS_6155	-	11	2	3.05671670715
chr2L	5025366	5025367	TSS_11197	+	5	0	1.75509432621
chr2L	5027436	5027437	TSS_3190	-	379	39	8.11830572332
chr2L	5029504	5029505	TSS_9562	-	6	0	1.97038325308
chr2L	5029615	5029616	TSS_2244	+	263	12	14.7721228888
chr2L	5029638	5029639	TSS_3022	+	38	2	8.95838551567
chr2L	5029686	5029687	TSS_5810	+	12	0	3.2747771865
chr2L	5030774	5030775	TSS_7619	+	8	0	2.40371021526
chr2L	5044456	5044457	TSS_7012	+	9	0	2.62111566649
chr2L	5045397	5045398	TSS_2489	+	53	1	12.2398870283
chr2L	5049641	5049642	TSS_11198	+	5	0	1.75509432621
chr2L	5052747	5052748	TSS_6526	-	10	0	2.83881166131
chr2L	5052791	5052792	TSS_9366	-	13	4	2.16602468264
chr2L	5053759	5053760	TSS_4389	-	19	0	4.80345785808
chr2L	5060816	5060817	TSS_8439	+	7	0	2.1867255063
chr2L	5096400	5096401	TSS_7013	+	9	1	2.62111566649
chr2L	5108535	5108536	TSS_1153	+	171	1	38.0587333935
chr2L	5110459	5110460	TSS_7620	+	8	0	2.40371021526
chr2L	5123420	5123421	TSS_7621	+	8	0	2.40371021526
chr2L	5145493	5145494	TSS_11199	-	5	0	1.75509432621
chr2L	5151726	5151727	TSS_1648	+	143	3	23.8105468362
chr2L	5160821	5160822	TSS_8440	+	7	0	2.1867255063
chr2L	5186862	5186863	TSS_5504	+	13	0	3.49295637577
chr2L	5195871	5195872	TSS_2612	+	49	0	11.3647770381
chr2L	5195936	5195937	TSS_6156	-	11	0	3.05671670715
chr2L	5200894	5200895	TSS_9564	-	6	0	1.97038325308
chr2L	5200930	5200931	TSS_8441	-	7	0	2.1867255063
chr2L	5201368	5201369	TSS_11200	+	5	0	1.75509432621
chr2L	5210465	5210466	TSS_2194	+	133	5	15.1428330036
chr2L	5218259	5218260	TSS_7523	+	12	3	2.4804987602
chr2L	5220899	5220900	TSS_6527	+	10	2	2.83881166131
chr2L	5237355	5237356	TSS_2697	-	231	16	10.8189668618
chr2L	5273065	5273066	TSS_6157	+	11	0	3.05671670715
chr2L	5280131	5280132	TSS_4040	-	22	0	5.45920297848
chr2L	5288837	5288838	TSS_7622	-	8	0	2.40371021526
chr2L	5305707	5305708	TSS_3690	+	81	8	6.52465737881
chr2L	5309159	5309160	TSS_4534	+	18	0	4.58492870335
chr2L	5314888	5314889	TSS_5811	+	12	0	3.2747771865
chr2L	5314884	5314885	TSS_6475	-	19	4	2.94731159565
chr2L	5317290	5317291	TSS_4535	-	18	0	4.58492870335
chr2L	5318017	5318018	TSS_6467	+	15	3	2.96579467731
chr2L	5319439	5319440	TSS_11202	+	5	0	1.75509432621
chr2L	5319736	5319737	TSS_11203	+	5	0	1.75509432621
chr2L	5324010	5324011	TSS_11204	+	5	0	1.75509432621
chr2L	5326401	5326402	TSS_11205	-	5	0	1.75509432621
chr2L	5335945	5335946	TSS_2391	-	57	0	13.115017774
chr2L	5336128	5336129	TSS_8443	-	7	0	2.1867255063
chr2L	5336140	5336141	TSS_7623	+	8	0	2.40371021526
chr2L	5336167	5336168	TSS_3632	-	27	0	6.55245989942
chr2L	5336226	5336227	TSS_11206	-	5	0	1.75509432621
chr2L	5342232	5342233	TSS_1441	-	130	2	29.0875228901
chr2L	5346199	5346200	TSS_1727	+	98	1	22.0857044431
chr2L	5357304	5357305	TSS_5267	-	14	0	3.71122827673
chr2L	5404279	5404280	TSS_3563	+	28	0	6.77114656352
chr2L	5421592	5421593	TSS_3857	-	24	0	5.89646451302
chr2L	5427441	5427442	TSS_4688	-	17	0	4.36643369141
chr2L	5447345	5447346	TSS_7014	-	9	0	2.62111566649
chr2L	5461640	5461641	TSS_1467	+	127	1	28.4310972954
chr2L	5476706	5476707	TSS_7625	-	8	0	2.40371021526
chr2L	5528713	5528714	TSS_5042	+	15	0	3.92957396706
chr2L	5540453	5540454	TSS_2062	+	73	1	16.6156797957
chr2L	5540603	5540604	TSS_6158	+	11	0	3.05671670715
chr2L	5545499	5545500	TSS_11208	+	5	0	1.75509432621
chr2L	5555073	5555074	TSS_2112	+	71	0	16.1780879743
chr2L	5559316	5559317	TSS_4274	+	20	0	5.02201595633
chr2L	5565612	5565613	TSS_9568	+	6	0	1.97038325308
chr2L	5569260	5569261	TSS_4854	+	16	0	4.1479793462
chr2L	5581442	5581443	TSS_5812	+	12	0	3.2747771865
chr2L	5589538	5589539	TSS_6159	-	11	0	3.05671670715
chr2L	5617943	5617944	TSS_135	-	698	2	153.373439229
chr2L	5621534	5621535	TSS_9569	+	6	0	1.97038325308
chr2L	5623759	5623760	TSS_4855	-	16	1	4.1479793462
chr2L	5658552	5658553	TSS_1589	-	112	0	25.1489832074
chr2L	5678525	5678526	TSS_357	-	450	1	99.107573344
chr2L	5708402	5708403	TSS_6528	+	10	0	2.83881166131
chr2L	5723355	5723356	TSS_6160	-	11	0	3.05671670715
chr2L	5724698	5724699	TSS_3243	+	90	7	8.0092663336
chr2L	5724752	5724753	TSS_5043	+	15	0	3.92957396706
chr2L	5740889	5740890	TSS_4536	-	18	0	4.58492870335
chr2L	5746166	5746167	TSS_7015	+	9	0	2.62111566649
chr2L	5759708	5759709	TSS_5813	+	12	1	3.2747771865
chr2L	5765310	5765311	TSS_9570	-	6	0	1.97038325308
chr2L	5766119	5766120	TSS_2555	-	51	0	11.8023291318
chr2L	5774219	5774220	TSS_9571	-	6	0	1.97038325308
chr2L	5800162	5800163	TSS_1546	-	117	1	26.2430183789
chr2L	5805380	5805381	TSS_2063	+	73	1	16.6156797957
chr2L	5808237	5808238	TSS_5044	-	15	0	3.92957396706
chr2L	5823770	5823771	TSS_11210	+	5	0	1.75509432621
chr2L	5824011	5824012	TSS_1483	+	125	0	27.9934806929
chr2L	5827812	5827813	TSS_2412	-	56	0	12.8962333863
chr2L	5879494	5879495	TSS_901	-	225	0	49.8745714025
chr2L	5881796	5881797	TSS_6161	-	11	1	3.05671670715
chr2L	5888808	5888809	TSS_9572	-	6	0	1.97038325308
chr2L	5907138	5907139	TSS_7626	+	8	0	2.40371021526
chr2L	5908428	5908429	TSS_11212	+	5	0	1.75509432621
chr2L	5925921	5925922	TSS_1086	+	184	1	40.9032798472
chr2L	5943970	5943971	TSS_758	+	262	1	57.9706402224
chr2L	5957004	5957005	TSS_4041	+	22	0	5.45920297848
chr2L	5974217	5974218	TSS_11214	-	5	0	1.75509432621
chr2L	5980097	5980098	TSS_121	-	1200	4	158.213906303
chr2L	5980981	5980982	TSS_7520	-	41	12	2.52629499636
chr2L	5981011	5981012	TSS_6529	-	10	0	2.83881166131
chr2L	5982600	5982601	TSS_1368	+	139	1	31.0568041471
chr2L	5983512	5983513	TSS_9574	+	6	0	1.97038325308
chr2L	5986392	5986393	TSS_6530	+	10	1	2.83881166131
chr2L	5986573	5986574	TSS_9575	-	6	0	1.97038325308
chr2L	5992297	5992298	TSS_7017	+	9	0	2.62111566649
chr2L	5993251	5993252	TSS_11215	+	5	0	1.75509432621
chr2L	5999557	5999558	TSS_4537	+	18	0	4.58492870335
chr2L	5999658	5999659	TSS_7018	+	9	0	2.62111566649
chr2L	6006670	6006671	TSS_8444	-	7	0	2.1867255063
chr2L	6013933	6013934	TSS_5505	+	13	0	3.49295637577
chr2L	6019021	6019022	TSS_7019	-	9	0	2.62111566649
chr2L	6019397	6019398	TSS_1714	-	99	0	22.3045089299
chr2L	6034445	6034446	TSS_6531	-	10	0	2.83881166131
chr2L	6042189	6042190	TSS_6162	-	11	0	3.05671670715
chr2L	6045592	6045593	TSS_4042	-	22	0	5.45920297848
chr2L	6045966	6045967	TSS_2265	-	63	0	14.4277441199
chr2L	6046044	6046045	TSS_5045	-	15	0	3.92957396706
chr2L	6047928	6047929	TSS_6116	-	24	5	3.06257425477
chr2L	6052884	6052885	TSS_9576	-	6	0	1.97038325308
chr2L	6058791	6058792	TSS_7020	-	9	0	2.62111566649
chr2L	6064856	6064857	TSS_8446	-	7	0	2.1867255063
chr2L	6082582	6082583	TSS_351	+	460	0	101.29571154
chr2L	6083197	6083198	TSS_3840	-	34	3	6.05414388726
chr2L	6083559	6083560	TSS_2945	+	40	0	9.39588793969
chr2L	6088393	6088394	TSS_8447	+	7	0	2.1867255063
chr2L	6089420	6089421	TSS_5269	+	14	0	3.71122827673
chr2L	6091415	6091416	TSS_4390	+	19	0	4.80345785808
chr2L	6091620	6091621	TSS_11219	-	5	0	1.75509432621
chr2L	6093583	6093584	TSS_11220	-	5	0	1.75509432621
chr2L	6100378	6100379	TSS_1262	+	154	0	34.3389518663
chr2L	6109667	6109668	TSS_4043	+	22	1	5.45920297848
chr2L	6109709	6109710	TSS_6163	+	11	0	3.05671670715
chr2L	6126262	6126263	TSS_9577	-	6	0	1.97038325308
chr2L	6141082	6141083	TSS_7628	+	8	0	2.40371021526
chr2L	6165641	6165642	TSS_9578	+	6	0	1.97038325308
chr2L	6169379	6169380	TSS_613	+	313	2	69.1301094751
chr2L	6179139	6179140	TSS_1074	+	311	4	41.3262800075
chr2L	6179224	6179225	TSS_848	+	239	2	52.9379466282
chr2L	6183035	6183036	TSS_9579	-	6	0	1.97038325308
chr2L	6241394	6241395	TSS_9580	-	6	0	1.97038325308
chr2L	6253090	6253091	TSS_5046	+	15	0	3.92957396706
chr2L	6255843	6255844	TSS_3706	+	26	0	6.3337831651
chr2L	6264486	6264487	TSS_11221	-	5	0	1.75509432621
chr2L	6271257	6271258	TSS_11222	+	5	0	1.75509432621
chr2L	6296175	6296176	TSS_9581	-	6	0	1.97038325308
chr2L	6322016	6322017	TSS_2613	-	49	0	11.3647770381
chr2L	6328257	6328258	TSS_6533	+	10	0	2.83881166131
chr2L	6336283	6336284	TSS_9582	+	6	0	1.97038325308
chr2L	6336905	6336906	TSS_8448	+	7	1	2.1867255063
chr2L	6338845	6338846	TSS_1148	+	172	0	38.2775444487
chr2L	6339087	6339088	TSS_9583	-	6	0	1.97038325308
chr2L	6341746	6341747	TSS_7021	+	9	0	2.62111566649
chr2L	6353544	6353545	TSS_11223	+	5	0	1.75509432621
chr2L	6361462	6361463	TSS_5814	+	12	0	3.2747771865
chr2L	6367883	6367884	TSS_1263	+	154	0	34.3389518663
chr2L	6375023	6375024	TSS_7630	-	8	0	2.40371021526
chr2L	6376331	6376332	TSS_4856	+	16	0	4.1479793462
chr2L	6376472	6376473	TSS_3312	+	32	0	7.64597372435
chr2L	6380120	6380121	TSS_11224	+	5	0	1.75509432621
chr2L	6380648	6380649	TSS_11225	+	5	0	1.75509432621
chr2L	6381463	6381464	TSS_8450	+	7	0	2.1867255063
chr2L	6385526	6385527	TSS_5270	-	14	0	3.71122827673
chr2L	6397115	6397116	TSS_3425	-	30	0	7.20854566926
chr2L	6397221	6397222	TSS_9584	-	6	0	1.97038325308
chr2L	6397248	6397249	TSS_1742	-	97	1	21.8669001588
chr2L	6411202	6411203	TSS_3858	-	24	1	5.89646451302
chr2L	6411242	6411243	TSS_7022	-	9	0	2.62111566649
chr2L	6411287	6411288	TSS_11226	-	5	0	1.75509432621
chr2L	6411324	6411325	TSS_465	-	1292	10	83.1162187709
chr2L	6411551	6411552	TSS_8451	-	7	0	2.1867255063
chr2L	6418393	6418394	TSS_9585	+	6	0	1.97038325308
chr2L	6423304	6423305	TSS_43	-	1895	5	210.617364665
chr2L	6425994	6425995	TSS_11227	+	5	0	1.75509432621
chr2L	6431613	6431614	TSS_2132	-	70	0	15.959292854
chr2L	6445061	6445062	TSS_3107	+	36	0	8.52089722223
chr2L	6446942	6446943	TSS_8452	+	7	0	2.1867255063
chr2L	6448015	6448016	TSS_11229	-	5	0	1.75509432621
chr2L	6464663	6464664	TSS_3859	+	24	0	5.89646451302
chr2L	6465593	6465594	TSS_7023	-	9	0	2.62111566649
chr2L	6465678	6465679	TSS_1506	-	243	5	27.3451298297
chr2L	6466608	6466609	TSS_4538	+	18	0	4.58492870335
chr2L	6472068	6472069	TSS_9586	-	6	0	1.97038325308
chr2L	6473912	6473913	TSS_9587	-	6	0	1.97038325308
chr2L	6480455	6480456	TSS_3186	-	155	13	8.25111120058
chr2L	6481021	6481022	TSS_9588	+	6	0	1.97038325308
chr2L	6481359	6481360	TSS_11230	-	5	0	1.75509432621
chr2L	6486642	6486643	TSS_11231	-	5	0	1.75509432621
chr2L	6494526	6494527	TSS_1587	-	293	7	25.3321666752
chr2L	6498652	6498653	TSS_4150	+	21	1	5.24059880358
chr2L	6508064	6508065	TSS_6534	+	10	0	2.83881166131
chr2L	6530018	6530019	TSS_9589	-	6	0	1.97038325308
chr2L	6533083	6533084	TSS_9590	+	6	0	1.97038325308
chr2L	6536133	6536134	TSS_147	-	1327	5	147.603332843
chr2L	6542484	6542485	TSS_11233	-	5	0	1.75509432621
chr2L	6546971	6546972	TSS_5506	-	13	0	3.49295637577
chr2L	6560112	6560113	TSS_11234	-	5	0	1.75509432621
chr2L	6562573	6562574	TSS_11235	-	5	0	1.75509432621
chr2L	6562697	6562698	TSS_4391	-	19	1	4.80345785808
chr2L	6601065	6601066	TSS_429	-	536	3	87.8460262341
chr2L	6601144	6601145	TSS_2318	-	60	0	13.7713769444
chr2L	6606183	6606184	TSS_9591	-	6	0	1.97038325308
chr2L	6611025	6611026	TSS_11236	+	5	0	1.75509432621
chr2L	6611053	6611054	TSS_3770	+	25	0	6.11511756647
chr2L	6612587	6612588	TSS_4151	+	21	0	5.24059880358
chr2L	6612816	6612817	TSS_6535	+	10	0	2.83881166131
chr2L	6612843	6612844	TSS_1264	+	154	1	34.3389518663
chr2L	6628139	6628140	TSS_3313	+	32	0	7.64597372435
chr2L	6632403	6632404	TSS_884	-	230	1	50.9686336383
chr2L	6646332	6646333	TSS_3707	-	26	0	6.3337831651
chr2L	6648140	6648141	TSS_6536	-	10	0	2.83881166131
chr2L	6667799	6667800	TSS_8453	-	7	0	2.1867255063
chr2L	6667840	6667841	TSS_9592	-	6	0	1.97038325308
chr2L	6672867	6672868	TSS_9593	+	6	0	1.97038325308
chr2L	6673196	6673197	TSS_11237	-	5	0	1.75509432621
chr2L	6673339	6673340	TSS_210	-	583	2	128.209824167
chr2L	6687615	6687616	TSS_4044	+	22	0	5.45920297848
chr2L	6708771	6708772	TSS_5271	-	14	0	3.71122827673
chr2L	6709079	6709080	TSS_142	-	1549	6	149.571460996
chr2L	6716131	6716132	TSS_5815	-	12	0	3.2747771865
chr2L	6716181	6716182	TSS_534	-	344	1	75.9133248079
chr2L	6716241	6716242	TSS_6537	-	10	0	2.83881166131
chr2L	6739985	6739986	TSS_11238	+	5	0	1.75509432621
chr2L	6740198	6740199	TSS_5272	-	14	0	3.71122827673
chr2L	6742508	6742509	TSS_2087	+	72	1	16.3968836289
chr2L	6766333	6766334	TSS_9594	+	6	0	1.97038325308
chr2L	6769115	6769116	TSS_11239	+	5	0	1.75509432621
chr2L	6776275	6776276	TSS_11240	+	5	0	1.75509432621
chr2L	6786855	6786856	TSS_480	-	368	0	81.1648495092
chr2L	6792102	6792103	TSS_7631	-	8	0	2.40371021526
chr2L	6794594	6794595	TSS_2362	-	58	0	13.3338031976
chr2L	6796778	6796779	TSS_1129	-	177	1	39.3716002719
chr2L	6813017	6813018	TSS_4689	-	17	0	4.36643369141
chr2L	6821937	6821938	TSS_1221	+	159	1	35.4330038964
chr2L	6822007	6822008	TSS_11241	+	5	0	1.75509432621
chr2L	6832189	6832190	TSS_7632	+	8	0	2.40371021526
chr2L	6836155	6836156	TSS_7024	-	9	0	2.62111566649
chr2L	6853255	6853256	TSS_4857	-	16	0	4.1479793462
chr2L	6857042	6857043	TSS_11242	-	5	0	1.75509432621
chr2L	6866996	6866997	TSS_4690	+	17	0	4.36643369141
chr2L	6870386	6870387	TSS_1805	-	92	0	20.7728820062
chr2L	6874941	6874942	TSS_1818	+	91	0	20.5540790799
chr2L	6885714	6885715	TSS_7025	-	9	0	2.62111566649
chr2L	6894603	6894604	TSS_7026	+	9	0	2.62111566649
chr2L	6896833	6896834	TSS_5273	+	14	0	3.71122827673
chr2L	6905525	6905526	TSS_11243	-	5	0	1.75509432621
chr2L	6913086	6913087	TSS_4152	-	21	1	5.24059880358
chr2L	6913865	6913866	TSS_6164	+	11	0	3.05671670715
chr2L	6913925	6913926	TSS_11244	+	5	0	1.75509432621
chr2L	6934057	6934058	TSS_11245	+	5	0	1.75509432621
chr2L	6942813	6942814	TSS_3426	-	30	0	7.20854566926
chr2L	6948060	6948061	TSS_8454	+	7	0	2.1867255063
chr2L	6991560	6991561	TSS_2295	-	61	0	13.9901651721
chr2L	7009906	7009907	TSS_3023	-	38	1	8.95838551567
chr2L	7010262	7010263	TSS_9595	-	6	0	1.97038325308
chr2L	7010359	7010360	TSS_267	-	530	1	116.612683737
chr2L	7021681	7021682	TSS_1689	+	102	2	22.9609235451
chr2L	7023893	7023894	TSS_1728	-	98	2	22.0857044431
chr2L	7025507	7025508	TSS_9596	-	6	0	1.97038325308
chr2L	7028334	7028335	TSS_11246	-	5	0	1.75509432621
chr2L	7038053	7038054	TSS_4153	+	21	1	5.24059880358
chr2L	7042308	7042309	TSS_9597	+	6	0	1.97038325308
chr2L	7042352	7042353	TSS_7633	+	8	0	2.40371021526
chr2L	7049309	7049310	TSS_5274	+	14	0	3.71122827673
chr2L	7049933	7049934	TSS_5507	+	13	1	3.49295637577
chr2L	7053765	7053766	TSS_4392	+	19	0	4.80345785808
chr2L	7054278	7054279	TSS_3951	-	23	0	5.67782566255
chr2L	7061034	7061035	TSS_8455	+	7	0	2.1867255063
chr2L	7063987	7063988	TSS_10876	+	11	4	1.90768947343
chr2L	7068000	7068001	TSS_6538	+	10	0	2.83881166131
chr2L	7084632	7084633	TSS_759	-	262	0	57.9706402224
chr2L	7111162	7111163	TSS_8456	+	7	0	2.1867255063
chr2L	7125202	7125203	TSS_11248	+	5	0	1.75509432621
chr2L	7157694	7157695	TSS_482	-	367	1	80.9460359332
chr2L	7188102	7188103	TSS_2760	-	91	5	10.4845147573
chr2L	7196771	7196772	TSS_11249	+	5	0	1.75509432621
chr2L	7220024	7220025	TSS_7027	-	9	0	2.62111566649
chr2L	7222372	7222373	TSS_7634	+	8	0	2.40371021526
chr2L	7234283	7234284	TSS_9598	+	6	0	1.97038325308
chr2L	7240495	7240496	TSS_1017	-	392	5	43.874719565
chr2L	7245395	7245396	TSS_7635	-	8	0	2.40371021526
chr2L	7249462	7249463	TSS_2363	-	58	1	13.3338031976
chr2L	7252780	7252781	TSS_11250	-	5	0	1.75509432621
chr2L	7277167	7277168	TSS_1899	-	85	0	19.2412671497
chr2L	7277250	7277251	TSS_7636	+	8	0	2.40371021526
chr2L	7287410	7287411	TSS_1912	-	84	1	19.0224661889
chr2L	7288062	7288063	TSS_4393	-	19	0	4.80345785808
chr2L	7294982	7294983	TSS_4858	-	16	0	4.1479793462
chr2L	7307160	7307161	TSS_33	+	995	2	218.36123887
chr2L	7307176	7307177	TSS_9599	-	6	0	1.97038325308
chr2L	7313322	7313323	TSS_9600	-	6	0	1.97038325308
chr2L	7332314	7332315	TSS_11251	+	5	0	1.75509432621
chr2L	7333713	7333714	TSS_2064	+	73	0	16.6156797957
chr2L	7334026	7334027	TSS_7028	+	9	0	2.62111566649
chr2L	7350387	7350388	TSS_1680	+	103	0	23.1797287831
chr2L	7363341	7363342	TSS_7029	+	9	0	2.62111566649
chr2L	7363380	7363381	TSS_4859	+	16	0	4.1479793462
chr2L	7372972	7372973	TSS_9601	-	6	0	1.97038325308
chr2L	7375735	7375736	TSS_5047	-	15	0	3.92957396706
chr2L	7398403	7398404	TSS_2855	-	42	0	9.83340246127
chr2L	7398772	7398773	TSS_633	-	306	0	67.5984164546
chr2L	7402766	7402767	TSS_8458	-	7	0	2.1867255063
chr2L	7402905	7402906	TSS_5816	+	12	0	3.2747771865
chr2L	7403143	7403144	TSS_11252	+	5	0	1.75509432621
chr2L	7405231	7405232	TSS_3771	+	25	0	6.11511756647
chr2L	7422534	7422535	TSS_11253	+	5	0	1.75509432621
chr2L	7423779	7423780	TSS_681	+	290	1	64.0974050908
chr2L	7423939	7423940	TSS_1605	+	110	0	24.7113700629
chr2L	7433495	7433496	TSS_419	-	402	1	88.60451317
chr2L	7437492	7437493	TSS_5508	+	13	0	3.49295637577
chr2L	7440850	7440851	TSS_4394	+	19	0	4.80345785808
chr2L	7443569	7443570	TSS_9602	+	6	0	1.97038325308
chr2L	7451166	7451167	TSS_1054	-	188	0	41.7785260005
chr2L	7458784	7458785	TSS_11254	-	5	0	1.75509432621
chr2L	7460476	7460477	TSS_9603	+	6	0	1.97038325308
chr2L	7460665	7460666	TSS_6165	-	11	1	3.05671670715
chr2L	7462261	7462262	TSS_7637	-	8	0	2.40371021526
chr2L	7466549	7466550	TSS_3427	+	30	2	7.20854566926
chr2L	7496313	7496314	TSS_2517	-	52	0	12.0211073968
chr2L	7497359	7497360	TSS_6540	-	10	0	2.83881166131
chr2L	7530573	7530574	TSS_1330	-	374	7	32.2453201203
chr2L	7544422	7544423	TSS_3368	-	43	3	7.51942008505
chr2L	7555281	7555282	TSS_7031	+	9	0	2.62111566649
chr2L	7558430	7558431	TSS_11255	+	5	0	1.75509432621
chr2L	7576603	7576604	TSS_303	-	1141	6	110.267272956
chr2L	7576652	7576653	TSS_2736	-	45	0	10.4896933747
chr2L	7578974	7578975	TSS_1565	-	156	3	25.928690033
chr2L	7594886	7594887	TSS_11256	-	5	0	1.75509432621
chr2L	7608273	7608274	TSS_2266	+	63	0	14.4277441199
chr2L	7608389	7608390	TSS_3633	+	27	0	6.55245989942
chr2L	7630182	7630183	TSS_11257	+	5	0	1.75509432621
chr2L	7655187	7655188	TSS_9605	-	6	0	1.97038325308
chr2L	7655542	7655543	TSS_9606	+	6	0	1.97038325308
chr2L	7674682	7674683	TSS_1959	-	80	0	18.1472656871
chr2L	7675098	7675099	TSS_2614	-	49	0	11.3647770381
chr2L	7676093	7676094	TSS_9607	-	6	0	1.97038325308
chr2L	7678718	7678719	TSS_1923	+	83	0	18.8036655502
chr2L	7685348	7685349	TSS_9608	-	6	0	1.97038325308
chr2L	7701598	7701599	TSS_1755	-	162	4	21.7361250679
chr2L	7705940	7705941	TSS_11258	-	5	0	1.75509432621
